hhid,areaid,treatment,spandana_1,othermfi_1,anymfi_1,anybank_1,anyinformal_1,spandana_amt_1,othermfi_amt_1,anymfi_amt_1,bank_amt_1,informal_amt_1,anyloan_amt_1,newbiz_1,relative_amt_1,friend_amt_1,shg_amt_1,moneylender_amt_1,bizhat,any_newbiz_1,bizhat_any,bizhat_old,informal_amt_3,anyinformal_3,w,degree_3,shared_degree_3,nonshared_degree_3,flink_3,nflink_3,shared_flink_3,shared_nflink_3,nonshared_flink_3,nonshared_nflink_3,shared_prop_3,mfilinks_3,mfilinks_f_3,mfilinks_nf_3,mfilinks_known_3,any_mfi_link_3,mfi_group_3,stratum,span_entry_date,entry_order,ed1,ed2,ed3,ed4,ed5,kid1620,girl1620,boy1620,kid515,girl515,boy515,woman2130,man2130,woman2130_ed1,man2130_ed1,woman2130_ed2,man2130_ed2,woman2130_ed3,man2130_ed3,woman2130_ed4,man2130_ed4,woman2130_ed5,man2130_ed5,woman2130_lit,man2130_lit,woman3140,man3140,woman3140_ed1,man3140_ed1,woman3140_ed2,man3140_ed2,woman3140_ed3,man3140_ed3,woman3140_ed4,man3140_ed4,woman3140_ed5,man3140_ed5,woman3140_lit,man3140_lit,woman4150,man4150,woman4150_ed1,man4150_ed1,woman4150_ed2,man4150_ed2,woman4150_ed3,man4150_ed3,woman4150_ed4,man4150_ed4,woman4150_ed5,man4150_ed5,woman4150_lit,man4150_lit,woman5160,man5160,woman5160_ed1,man5160_ed1,woman5160_ed2,man5160_ed2,woman5160_ed3,man5160_ed3,woman5160_ed4,man5160_ed4,woman5160_ed5,man5160_ed5,woman5160_lit,man5160_lit,woman61100,man61100,woman61100_ed1,man61100_ed1,woman61100_ed2,man61100_ed2,woman61100_ed3,man61100_ed3,woman61100_ed4,man61100_ed4,woman61100_ed5,man61100_ed5,woman61100_lit,man61100_lit,religion1,religion2,religion3,religion4,religion5,caste1,caste2,caste3,caste4,latrine_any,latrine_own,num_rooms,num_rooms_pucca,roof_thatch,roof_rcc,any_old_biz,area_debt_total_base,area_pop_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,hhsize_adj_1,adults_1,children_1,male_head_1,head_age_1,head_noeduc_1,women1845_1,anychild1318_1,spouse_literate_1,spouse_works_wage_1,ownland_hyderabad_1,ownland_village_1,informal_new_amt_1,shg_new_amt_1,anymfi_amt_1D,informal_new_amt_1D,friend_amt_1D,shg_new_amt_1D,relative_amt_1D,moneylender_amt_1D,informal_amt_1alt2,predicted_classification,MF,H,is_training,L,HxMF,LxMF,density_3,anymfi_ind,formid,slumid,h
6542,92,1,No,NA,No,No,No,0,NA,0,0,0,0,0,0,0,0,0,0.08409472554922104,0,0.015499385073781013,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,1,3,3,0,0,1,1,0,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,9.119999885559082,6,6,1,60,1,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,NA,0,6542,92,0
6549,92,1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0.09901053458452225,0,0.01612282171845436,0.0913078635931015,300000,1,1,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,27,2006-12-28,71,2,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,2,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,5.920000076293945,6,1,1,47,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,1,0,0,1,0,1,0.008849557522123894,0,6549,92,0
6550,92,1,No,No,No,No,Yes,0,0,0,0,2000,0,0,0,300,0,0,0.051376644521951675,0,0.006951334420591593,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,0,1,2,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.53000020980835,5,0,1,40,0,3,1,0,1,0,0,300,0,0,300,300,0,0,0,300,No,1,0,0,1,0,1,NA,0,6550,92,0
6558,92,1,No,No,No,No,Yes,0,0,0,0,2500,2500,0,0,0,0,0,0.07895591109991074,0,0.013961325399577618,0.0783756896853447,0,0,1,2,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,27,2006-12-28,71,4,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.829999923706055,3,4,1,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,1,0,0,1,0,1,0.008849557522123894,0,6558,92,0
6560,92,1,No,No,No,No,Yes,0,0,0,0,57000,54280,0,0,56000,0,0,0.08797789365053177,0,0.014184573665261269,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,0,1,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,3,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.679999828338623,5,0,1,42,1,2,1,0,0,0,0,56000,0,0,56000,56000,0,0,0,56000,No,1,0,0,1,0,1,NA,0,6560,92,0
6562,92,1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0.07895591109991074,0,0.013961325399577618,0.0783756896853447,0,0,1,7,6,1,7,5,6,5,1,0,0.8571428656578064,0,0,0,0,0,0,27,2006-12-28,71,2,1,1,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,3.559999942779541,2,3,1,32,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,0.030973451327433628,0,6562,92,0
6563,92,1,No,No,No,No,Yes,0,0,0,0,800,800,0,0,0,0,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,0,2,1,0,1,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,5.369999885559082,5,1,0,44,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,1,0,0,1,0,1,NA,0,6563,92,0
6566,92,1,No,NA,No,No,No,0,NA,0,0,0,0,0,0,0,0,0,0.07795058190822601,0,0.013103825971484184,0.08857132494449615,0,0,1,3,0,3,2,3,0,0,2,3,0,0,0,0,0,0,0,27,2006-12-28,71,3,0,3,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,5.550000190734863,3,4,1,35,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,0.01327433628318584,0,6566,92,0
6568,92,1,No,No,No,No,Yes,0,0,0,0,1000,1000,0,0,0,0,0,0.06892859935760498,0,0.012880576774477959,0.071909599006176,500000,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.800000190734863,5,0,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,1,0,0,1,0,1,NA,0,6568,92,0
6573,92,1,No,No,No,No,Yes,0,0,0,0,95000,97000,0,0,60000,0,35000,0.10842422395944595,0,0.0033780033700168133,0.10205045342445374,0,0,1,4,4,0,4,0,4,0,0,0,1,0,0,0,0,0,0,27,2006-12-28,71,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,3,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.460000038146973,5,0,1,55,1,2,1,0,0,1,0,95000,0,0,95000,60000,0,0,35000,95000,No,1,0,0,1,0,1,0.017699115044247787,0,6573,92,0
6577,92,1,No,No,No,No,Yes,0,0,0,0,4000,8000,0,0,4000,0,0,0.017411543056368828,0,0.005023901350796223,0.035911526530981064,3000,1,1,4,0,4,4,1,0,0,4,1,0,0,0,0,0,0,0,27,2006-12-28,71,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3,3,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,6.369999885559082,6,1,1,42,1,1,0,0,1,0,0,4000,0,0,4000,4000,0,0,0,4000,No,1,0,0,1,0,1,0.017699115044247787,0,6577,92,0
6578,92,1,No,No,No,No,Yes,0,0,0,0,100000,100680,0,0,100000,0,0,0.04235466569662094,0,0.0067280856892466545,0.03218197450041771,50000,1,1,4,0,4,3,1,0,0,3,1,0,0,0,0,0,0,0,27,2006-12-28,71,1,3,0,0,0,0,0,0,1,1,0,1,2,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.840000152587891,4,2,1,27,0,2,0,1,1,0,0,100000,0,0,100000,100000,0,0,0,100000,No,1,0,0,1,0,1,0.017699115044247787,0,6578,92,0
6580,92,1,No,No,No,Yes,No,0,0,0,25000,0,927100,0,0,0,0,0,0.04623783752322197,0,0.005413274746388197,0.051435306668281555,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,0,0,1,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,5.679999828338623,6,0,1,48,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,No,1,0,0,1,0,1,NA,0,6580,92,0
6581,92,1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0.017411543056368828,0,0.005023901350796223,0.01019210647791624,0,0,1,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,27,2006-12-28,71,1,2,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,3.240000009536743,2,2,1,30,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,0.008849557522123894,0,6581,92,0
6585,92,1,No,No,No,No,Yes,0,0,0,0,4500,4500,0,0,4500,0,0,0.09286639094352722,0,0.013727262616157532,0.10409510880708694,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,0,2,2,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.070000171661377,2,3,1,41,0,1,1,1,0,0,0,4500,0,0,4500,4500,0,0,0,4500,No,1,0,0,1,0,1,NA,0,6585,92,0
6586,92,1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0.07895591109991074,0,0.013961325399577618,0.0783756896853447,500000,1,1,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,9,2006-12-28,71,2,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,4.840000152587891,4,2,1,34,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,0.017699115044247787,0,6586,92,0
6588,92,1,No,No,No,No,Yes,0,0,0,0,385000,378650,0,0,0,0,385000,0.08797789365053177,0,0.014184573665261269,0.09503741562366486,0,0,1,4,4,0,4,1,4,1,0,0,1,0,0,0,0,0,0,27,2006-12-28,71,3,2,1,0,0,0,0,0,4,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,10.380000114440918,7,6,1,40,0,2,1,0,0,0,0,385000,0,0,385000,0,0,0,385000,385000,No,1,0,0,1,0,1,0.017699115044247787,0,6588,92,0
6590,92,1,No,No,No,No,Yes,0,0,0,0,200000,331000,0,0,0,0,200000,0.10289370268583298,0,0.014808010309934616,0.11056119203567505,201200,1,1,5,0,5,4,4,0,0,4,4,0,0,0,0,0,0,0,27,2006-12-28,71,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,3.740000009536743,4,0,1,44,0,2,1,1,0,0,0,250000,50000,0,250000,0,50000,0,200000,250000,No,1,0,0,1,0,1,0.022123893805309734,0,6590,92,0
6593,92,1,No,No,No,No,Yes,0,0,0,0,30000,30000,0,0,0,0,30000,-1.9898517348337919e-4,0,-4.473009321372956e-4,-0.004372087772935629,60000,1,1,3,0,3,3,2,0,0,3,2,0,0,0,0,0,0,0,27,2006-12-28,71,2,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,3.759999990463257,2,3,1,35,1,1,0,0,1,0,1,30000,0,0,30000,0,0,0,30000,30000,No,1,0,0,1,0,1,0.01327433628318584,0,6593,92,0
6595,92,1,No,No,No,No,No,0,0,0,0,0,10000,0,0,0,0,0,0.06404010206460953,0,0.01333788875490427,0.08857132494449615,200000,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,27,2006-12-28,71,1,1,2,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,4,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,5.809999942779541,4,3,1,55,1,1,0,0,0,0,0,10000,10000,0,10000,0,10000,0,0,10000,No,1,0,0,1,0,1,0.008849557522123894,0,6595,92,0
6596,92,1,No,No,No,No,Yes,0,0,0,0,273000,313000,0,0,270000,0,0,0.08528317511081696,0,0.009336807765066624,0.09599699825048447,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2006-12-28,71,1,2,1,0,1,0,0,0,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,6.079999923706055,4,3,1,39,0,2,1,1,0,0,1,270000,0,0,270000,270000,0,0,0,270000,No,1,0,0,1,0,1,NA,0,6596,92,0
6601,92,1,No,NA,No,No,No,0,NA,0,0,0,0,0,0,0,0,0,0.10289370268583298,0,0.014808010309934616,0.11056119203567505,0,0,1,10,10,0,10,4,10,4,0,0,1,0,0,0,0,0,0,27,2006-12-28,71,0,4,1,0,1,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,1,1,40450,226,4,1267.62158203125,0.6000000238418579,0.6160714030265808,7.46999979019165,6,2,1,44,1,2,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,0.04424778761061947,0,6601,92,0
6651,94,1,No,No,No,No,Yes,0,0,0,0,50000,50000,0,0,0,0,0,0.06404010206460953,0,0.01333788875490427,0.066741444170475,0,0,1,3,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,21,9999-12-31,93,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,3.2100000381469727,2,3,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,0,0,1,0,0.0136986301369863,0,6651,94,1
6654,94,1,No,No,No,No,Yes,0,0,0,0,7660,7660,0,0,0,0,7000,0.09286639094352722,0,0.013727262616157532,0.10450231283903122,0,0,1,4,2,2,4,1,2,1,2,0,0.5,0,0,0,0,0,0,21,9999-12-31,93,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,0,1,0,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,4.630000114440918,4,1,1,40,1,1,1,1,0,0,0,7000,0,0,7000,0,0,0,7000,7000,No,1,0,0,1,0,1,0.0182648401826484,0,6654,94,0
6658,94,1,No,No,No,No,Yes,0,0,0,0,100000,90000,0,0,0,0,0,0.09286639094352722,0,0.013727262616157532,0.10450231283903122,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9999-12-31,93,1,3,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,1,1,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,5.289999961853027,3,4,1,40,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,0,0,1,0,NA,0,6658,94,1
6660,94,1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0.07795058190822601,0,0.013103825971484184,0.09124200791120529,0,0,1,3,0,3,1,2,0,0,1,2,0,0,0,0,0,0,0,21,9999-12-31,93,1,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,3.509999990463257,2,2,1,45,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,No,1,0,0,1,0,1,0.0136986301369863,0,6660,94,0
6661,94,1,No,No,No,No,Yes,0,0,0,0,60000,57600,0,0,0,0,60000,0.032327353954315186,0,0.005647337529808283,0.026545925065875053,100000,1,1,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,21,9999-12-31,93,3,0,2,0,0,0,0,0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,4.659999847412109,3,3,1,38,0,1,0,1,1,0,0,60000,0,0,60000,0,0,0,60000,60000,Yes,1,1,0,0,1,0,0.0136986301369863,0,6661,94,1
6666,94,1,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0.08898322284221649,0,0.015042073093354702,0.08663589507341385,0,0,1,2,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,21,9999-12-31,93,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,1,0,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,3.119999885559082,3,1,1,23,0,2,0,1,0,0,0,10000,10000,0,10000,0,10000,0,0,10000,No,1,0,0,1,0,1,0.0091324200913242,0,6666,94,0
6668,94,1,Yes,No,Yes,No,No,9700,0,10000,0,0,9700,0,0,0,0,0,0.07895591109991074,0,0.013961325399577618,0.08000175654888153,0,0,1,3,3,0,3,1,3,1,0,0,1,0,0,0,0,0,0,21,9999-12-31,93,4,1,0,0,0,0,0,0,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,23410,219,5,941.6474609375,0.6499999761581421,0.6326530575752258,4.659999847412109,3,3,1,33,0,1,0,1,0,0,0,0,0,10000,0,0,0,0,0,0,No,1,0,0,1,0,1,0.0136986301369863,1,6668,94,0
